Click here to return to Index,,,,,,,,,
,,,,,,,,,
Asthma Prevalence: Lifetime and current asthma prevalence (and associated 95% confidence intervals) for California and each county  ,,,,,,,,,
,,,,,,,,,
County,Year,Asthma measure,Comparison,Group,County prevalence,County 95% confidence interval,California prevalence,California 95% confidence interval,Comment
Trinity,2015 2016,Lifetime asthma prevalence,Child vs. adult,18+ years,20.50%,(8.7 32.3),14.90%,(14.0 15.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Tulare,2015 2016,Lifetime asthma prevalence,Child vs. adult,18+ years,18.70%,(12.6 24.8),14.90%,(14.0 15.9),None
Tuolumne,2015 2016,Lifetime asthma prevalence,Child vs. adult,18+ years,14.70%,(7.6 21.7),14.90%,(14.0 15.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Ventura,2015 2016,Lifetime asthma prevalence,Child vs. adult,18+ years,17.00%,(12.1 21.8),14.90%,(14.0 15.9),None
Yolo,2015 2016,Lifetime asthma prevalence,Child vs. adult,18+ years,16.70%,(5.1 28.3),14.90%,(14.0 15.9),None
Yuba,2015 2016,Lifetime asthma prevalence,Child vs. adult,18+ years,21.40%,(12.9 29.9),14.90%,(14.0 15.9),None
Alameda,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Alpine,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Amador,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Butte,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Calaveras,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Colusa,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Colusa, Glenn, and Tehama counties combined for analysis. County prevalence not available due to small number of survey responses."
Contra Costa,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Del Norte,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
El Dorado,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Fresno,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Glenn,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Colusa, Glenn, and Tehama counties combined for analysis. County prevalence not available due to small number of survey responses."
Humboldt,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Imperial,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Inyo,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Kern,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Kings,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Lake,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Lassen,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Los Angeles,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Madera,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Marin,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Mariposa,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Mendocino,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Merced,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Modoc,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Mono,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Monterey,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Napa,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Nevada,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Orange,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Placer,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Plumas,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Riverside,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Sacramento,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
San Benito,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
San Bernardino,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
San Diego,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
San Francisco,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
San Joaquin,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
San Luis Obispo,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
San Mateo,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Santa Barbara,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Santa Clara,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Santa Cruz,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Shasta,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Sierra,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Siskiyou,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Solano,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Sonoma,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Stanislaus,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Sutter,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Tehama,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Colusa, Glenn, and Tehama counties combined for analysis. County prevalence not available due to small number of survey responses."
Trinity,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Tulare,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Tuolumne,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Ventura,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Yolo,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Yuba,2015 2016,Lifetime asthma prevalence,Age group,0 4 years,Not available,Not available,4.90%,(2.9 7.0),County prevalence not available due to small number of survey responses.
Alameda,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,24.10%,(5.9 42.2),18.20%,(15.2 21.2),None
Alpine,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Amador,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Butte,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),County prevalence not available due to small number of survey responses.
Calaveras,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Colusa,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Colusa, Glenn, and Tehama counties combined for analysis. County prevalence not available due to small number of survey responses."
Contra Costa,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,34.30%,(2.0 66.6),18.20%,(15.2 21.2),None
Del Norte,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
El Dorado,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),County prevalence not available due to small number of survey responses.
Fresno,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,20.50%,(3.4 37.6),18.20%,(15.2 21.2),None
Glenn,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Colusa, Glenn, and Tehama counties combined for analysis. County prevalence not available due to small number of survey responses."
Humboldt,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),County prevalence not available due to small number of survey responses.
Imperial,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,24.10%,(9.0 39.1),18.20%,(15.2 21.2),None
Inyo,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Kern,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,31.30%,(12.1 50.4),18.20%,(15.2 21.2),None
Kings,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,35.60%,(11.8 59.3),18.20%,(15.2 21.2),None
Lake,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),County prevalence not available due to small number of survey responses.
Lassen,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Los Angeles,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,16.60%,(10.0 23.2),18.20%,(15.2 21.2),None
Madera,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),County prevalence not available due to small number of survey responses.
Marin,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),County prevalence not available due to small number of survey responses.
Mariposa,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Mendocino,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),County prevalence not available due to small number of survey responses.
Merced,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),County prevalence not available due to small number of survey responses.
Modoc,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Mono,2015 2016,Lifetime asthma prevalence,Age group,5 17 years,Not available,Not available,18.20%,(15.2 21.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
